Starting Simulation...
num_nodes is set 160
channel.cc:sendUp - Calc highestAntennaZ_ and distCST_
highestAntennaZ_ = 1.5,  distCST_ = 250.0
1) 119 receive (0) a RREP MaxSQ=1002, REC=501 ; MOY=1002 accepted 
3) 103 receive (46) a RREP MaxSQ=141, REC=25 ; MOY=47 accepted 
3) 108 receive (46) a RREP MaxSQ=87098, REC=25 ; MOY=29032 accepted 
1) 55 receive (46) a RREP MaxSQ=51, REC=25 ; MOY=51 accepted 
4) 34 receive (50) a RREP MaxSQ=183, REC=25 ; MOY=45 accepted 
1) 4 receive (50) a RREP MaxSQ=51, REC=25 ; MOY=51 accepted 
7) 107 receive (51) a RREP MaxSQ=245, REC=25 ; MOY=35 accepted 
1) 99 receive (24) a RREP MaxSQ=24, REC=12 ; MOY=24 accepted 
6) 35 receive (0) a RREP MaxSQ=93, REC=12 ; MOY=15 accepted 
3) 122 receive (18) a RREP MaxSQ=119, REC=12 ; MOY=39 accepted 
2) 99 receive (24) a RREP MaxSQ=49, REC=12 ; MOY=24 accepted 
1) 71 receive (37) a RREP MaxSQ=39, REC=19 ; MOY=39 accepted 
2) 71 receive (39) a RREP MaxSQ=76, REC=18 ; MOY=38 accepted 
5) 118 receive (30) a RREP MaxSQ=132, REC=18 ; MOY=26 accepted 
6) 66 receive (47003) a RREP MaxSQ=140132, REC=46501 ; MOY=23355 refused 
22) 42 receive (37) a RREP MaxSQ=22642, REC=20 ; MOY=1029 accepted 
1) 13 receive (52003) a RREP MaxSQ=94002, REC=47001 ; MOY=94002 accepted 
23) 42 receive (0) a RREP MaxSQ=116644, REC=47001 ; MOY=5071 refused 
1) 47 receive (12) a RREP MaxSQ=40, REC=20 ; MOY=40 accepted 
1) 66 receive (47003) a RREP MaxSQ=95002, REC=47501 ; MOY=95002 accepted 
1) 71 receive (39) a RREP MaxSQ=40, REC=20 ; MOY=40 accepted 
2) 71 receive (0) a RREP MaxSQ=95042, REC=47501 ; MOY=47521 accepted 
2) 47 receive (40) a RREP MaxSQ=81, REC=20 ; MOY=40 accepted 
3) 71 receive (40) a RREP MaxSQ=95083, REC=20 ; MOY=31694 accepted 
1) 2 receive (86002) a RREP MaxSQ=96002, REC=48001 ; MOY=96002 accepted 
1) 2 receive (96002) a RREP MaxSQ=97002, REC=48501 ; MOY=97002 accepted 
3) 146 receive (23) a RREP MaxSQ=70, REC=12 ; MOY=23 accepted 
2) 148 receive (9) a RREP MaxSQ=33, REC=12 ; MOY=16 accepted 
9) 84 receive (0) a RREP MaxSQ=257, REC=12 ; MOY=28 accepted 
2) 2 receive (25) a RREP MaxSQ=97027, REC=12 ; MOY=48513 accepted 
3) 10 receive (0) a RREP MaxSQ=56, REC=13 ; MOY=18 accepted 
4) 146 receive (25) a RREP MaxSQ=97, REC=13 ; MOY=24 accepted 
3) 148 receive (25) a RREP MaxSQ=60, REC=13 ; MOY=20 accepted 
10) 84 receive (25) a RREP MaxSQ=284, REC=13 ; MOY=28 accepted 
3) 2 receive (25) a RREP MaxSQ=97054, REC=13 ; MOY=32351 accepted 
11) 84 receive (49) a RREP MaxSQ=333, REC=24 ; MOY=30 accepted 
5) 25 receive (81003) a RREP MaxSQ=332045, REC=49001 ; MOY=66409 accepted 
19) 28 receive (0) a RREP MaxSQ=98700, REC=49001 ; MOY=5194 refused 
8) 29 receive (0) a RREP MaxSQ=99269, REC=49501 ; MOY=12408 refused 
2) 66 receive (0) a RREP MaxSQ=195004, REC=50001 ; MOY=97502 accepted 
6) 138 receive (0) a RREP MaxSQ=100197, REC=50001 ; MOY=16699 refused 
2) 49 receive (34) a RREP MaxSQ=88, REC=27 ; MOY=44 accepted 
2) 57 receive (51) a RREP MaxSQ=106, REC=27 ; MOY=53 accepted 
7) 23 receive (50) a RREP MaxSQ=75256, REC=27 ; MOY=10750 accepted 
8) 23 receive (55) a RREP MaxSQ=75305, REC=24 ; MOY=9413 accepted 
3) 48 receive (50) a RREP MaxSQ=147, REC=27 ; MOY=49 accepted 
1) 138 receive (50) a RREP MaxSQ=55, REC=27 ; MOY=55 accepted 
19) 39 receive (49) a RREP MaxSQ=552, REC=27 ; MOY=29 accepted 
5) 34 receive (52) a RREP MaxSQ=238, REC=27 ; MOY=47 accepted 
1) 4 receive (52) a RREP MaxSQ=55, REC=27 ; MOY=55 accepted 
2) 13 receive (35) a RREP MaxSQ=94044, REC=21 ; MOY=47022 accepted 
6) 118 receive (38) a RREP MaxSQ=173, REC=20 ; MOY=28 accepted 
10) 26 receive (13) a RREP MaxSQ=224, REC=20 ; MOY=22 accepted 
1) 3 receive (38) a RREP MaxSQ=41, REC=20 ; MOY=41 accepted 
7) 118 receive (41) a RREP MaxSQ=215, REC=21 ; MOY=30 accepted 
12) 82 receive (30) a RREP MaxSQ=314, REC=20 ; MOY=26 accepted 
11) 26 receive (41) a RREP MaxSQ=266, REC=21 ; MOY=24 accepted 
13) 82 receive (41) a RREP MaxSQ=351, REC=18 ; MOY=27 accepted 
2) 3 receive (41) a RREP MaxSQ=83, REC=21 ; MOY=41 accepted 
14) 82 receive (41) a RREP MaxSQ=388, REC=18 ; MOY=27 accepted 
8) 118 receive (42) a RREP MaxSQ=255, REC=20 ; MOY=31 accepted 
4) 71 receive (41) a RREP MaxSQ=95123, REC=20 ; MOY=23780 accepted 
15) 82 receive (41) a RREP MaxSQ=425, REC=18 ; MOY=28 accepted 
4) 69 receive (38) a RREP MaxSQ=144, REC=20 ; MOY=36 accepted 
3) 3 receive (42) a RREP MaxSQ=124, REC=20 ; MOY=41 accepted 
3) 66 receive (30) a RREP MaxSQ=195047, REC=21 ; MOY=65015 accepted 
1) 47 receive (41) a RREP MaxSQ=41, REC=20 ; MOY=41 accepted 
4) 66 receive (40) a RREP MaxSQ=195082, REC=17 ; MOY=48770 accepted 
5) 66 receive (43) a RREP MaxSQ=195124, REC=21 ; MOY=39024 accepted 
4) 103 receive (0) a RREP MaxSQ=102143, REC=51001 ; MOY=25535 refused 
2) 47 receive (41) a RREP MaxSQ=82, REC=20 ; MOY=41 accepted 
3) 109 receive (30) a RREP MaxSQ=92, REC=20 ; MOY=30 accepted 
11) 139 receive (23) a RREP MaxSQ=221, REC=20 ; MOY=20 accepted 
3) 60 receive (38) a RREP MaxSQ=116, REC=21 ; MOY=38 accepted 
6) 66 receive (43) a RREP MaxSQ=195166, REC=21 ; MOY=32527 accepted 
10) 11 receive (30) a RREP MaxSQ=253, REC=20 ; MOY=25 accepted 
9) 23 receive (75003) a RREP MaxSQ=178307, REC=51501 ; MOY=19811 refused 
3) 49 receive (55) a RREP MaxSQ=145, REC=28 ; MOY=48 accepted 
3) 57 receive (55) a RREP MaxSQ=163, REC=28 ; MOY=54 accepted 
6) 17 receive (40) a RREP MaxSQ=243, REC=28 ; MOY=40 accepted 
1) 42 receive (40) a RREP MaxSQ=42, REC=21 ; MOY=42 accepted 
3) 47 receive (41) a RREP MaxSQ=124, REC=21 ; MOY=41 accepted 
2) 42 receive (40) a RREP MaxSQ=99, REC=28 ; MOY=49 accepted 
5) 71 receive (47) a RREP MaxSQ=95180, REC=28 ; MOY=19036 accepted 
6) 121 receive (47) a RREP MaxSQ=246, REC=28 ; MOY=41 accepted 
6) 34 receive (56) a RREP MaxSQ=295, REC=28 ; MOY=49 accepted 
1) 4 receive (56) a RREP MaxSQ=57, REC=28 ; MOY=57 accepted 
4) 47 receive (42) a RREP MaxSQ=167, REC=21 ; MOY=41 accepted 
7) 66 receive (100002) a RREP MaxSQ=299168, REC=52001 ; MOY=42738 refused 
2) 94 receive (34) a RREP MaxSQ=92, REC=29 ; MOY=46 accepted 
8) 107 receive (51) a RREP MaxSQ=304, REC=29 ; MOY=38 accepted 
2) 76 receive (50) a RREP MaxSQ=108, REC=29 ; MOY=54 accepted 
1) 28 receive (50) a RREP MaxSQ=59, REC=29 ; MOY=59 accepted 
2) 55 receive (52) a RREP MaxSQ=110, REC=29 ; MOY=55 accepted 
3) 19 receive (46) a RREP MaxSQ=147, REC=29 ; MOY=49 accepted 
1) 4 receive (58) a RREP MaxSQ=59, REC=29 ; MOY=59 accepted 
3) 42 receive (22003) a RREP MaxSQ=105101, REC=52501 ; MOY=35033 refused 
4) 148 receive (0) a RREP MaxSQ=121, REC=30 ; MOY=30 accepted 
12) 84 receive (50) a RREP MaxSQ=394, REC=30 ; MOY=32 accepted 
1) 42 receive (57) a RREP MaxSQ=61, REC=30 ; MOY=61 accepted 
2) 28 receive (60) a RREP MaxSQ=120, REC=30 ; MOY=60 accepted 
3) 55 receive (60) a RREP MaxSQ=171, REC=30 ; MOY=57 accepted 
4) 19 receive (60) a RREP MaxSQ=208, REC=30 ; MOY=52 accepted 
1) 4 receive (60) a RREP MaxSQ=61, REC=30 ; MOY=61 accepted 
2) 138 receive (0) a RREP MaxSQ=74, REC=9 ; MOY=37 accepted 
4) 108 receive (0) a RREP MaxSQ=87117, REC=9 ; MOY=21779 accepted 
1) 103 receive (0) a RREP MaxSQ=106002, REC=53001 ; MOY=106002 accepted 
2) 92 receive (0) a RREP MaxSQ=106026, REC=53001 ; MOY=53013 accepted 
1) 1 receive (2003) a RREP MaxSQ=106002, REC=53001 ; MOY=106002 accepted 
7) 34 receive (0) a RREP MaxSQ=315, REC=10 ; MOY=45 accepted 
1) 6 receive (0) a RREP MaxSQ=107002, REC=53501 ; MOY=107002 accepted 
1) 54 receive (0) a RREP MaxSQ=20, REC=10 ; MOY=20 accepted 
5) 146 receive (0) a RREP MaxSQ=107099, REC=53501 ; MOY=21419 refused 
1) 110 receive (0) a RREP MaxSQ=20, REC=10 ; MOY=20 accepted 
1) 1 receive (18) a RREP MaxSQ=20, REC=10 ; MOY=20 accepted 
3) 76 receive (0) a RREP MaxSQ=127, REC=9 ; MOY=42 accepted 
4) 122 receive (0) a RREP MaxSQ=138, REC=9 ; MOY=34 accepted 
2) 1 receive (20) a RREP MaxSQ=39, REC=9 ; MOY=19 accepted 
5) 122 receive (19) a RREP MaxSQ=157, REC=9 ; MOY=31 accepted 
3) 7 receive (11) a RREP MaxSQ=77, REC=31 ; MOY=25 refused 
2) 42 receive (22003) a RREP MaxSQ=109063, REC=54501 ; MOY=54531 accepted 
16) 40 receive (5003) a RREP MaxSQ=109368, REC=54501 ; MOY=6835 refused 
1) 77 receive (0) a RREP MaxSQ=64, REC=32 ; MOY=64 accepted 
9) 107 receive (59) a RREP MaxSQ=368, REC=32 ; MOY=40 accepted 
13) 84 receive (61) a RREP MaxSQ=458, REC=32 ; MOY=35 accepted 
3) 42 receive (61) a RREP MaxSQ=109127, REC=32 ; MOY=36375 accepted 
1) 40 receive (38) a RREP MaxSQ=64, REC=32 ; MOY=64 accepted 
1) 62 receive (38) a RREP MaxSQ=64, REC=32 ; MOY=64 accepted 
5) 19 receive (62) a RREP MaxSQ=272, REC=32 ; MOY=54 accepted 
1) 4 receive (62) a RREP MaxSQ=64, REC=32 ; MOY=64 accepted 
4) 76 receive (19) a RREP MaxSQ=149, REC=11 ; MOY=37 accepted 
2) 6 receive (107002) a RREP MaxSQ=217004, REC=55001 ; MOY=108502 accepted 
6) 122 receive (19) a RREP MaxSQ=179, REC=11 ; MOY=29 accepted 
1) 1 receive (21) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
1) 146 receive (0) a RREP MaxSQ=110002, REC=55001 ; MOY=110002 accepted 
2) 1 receive (106002) a RREP MaxSQ=110024, REC=55001 ; MOY=55012 accepted 
10) 107 receive (11) a RREP MaxSQ=395, REC=13 ; MOY=39 accepted 
1) 23 receive (0) a RREP MaxSQ=27, REC=13 ; MOY=27 accepted 
1) 146 receive (27) a RREP MaxSQ=27, REC=13 ; MOY=27 accepted 
4) 48 receive (0) a RREP MaxSQ=174, REC=13 ; MOY=43 accepted 
2) 146 receive (27) a RREP MaxSQ=54, REC=13 ; MOY=27 accepted 
5) 48 receive (0) a RREP MaxSQ=79176, REC=39501 ; MOY=15835 refused 
1) 48 receive (56) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
3) 6 receive (0) a RREP MaxSQ=217031, REC=13 ; MOY=72343 accepted 
3) 146 receive (27) a RREP MaxSQ=81, REC=13 ; MOY=27 accepted 
1) 146 receive (27) a RREP MaxSQ=27, REC=13 ; MOY=27 accepted 
3) 1 receive (0) a RREP MaxSQ=110051, REC=13 ; MOY=36683 accepted 
2) 146 receive (27) a RREP MaxSQ=54, REC=13 ; MOY=27 accepted 
4) 1 receive (27) a RREP MaxSQ=110080, REC=14 ; MOY=27520 accepted 
5) 108 receive (7) a RREP MaxSQ=87144, REC=13 ; MOY=17428 accepted 
3) 146 receive (27) a RREP MaxSQ=83, REC=14 ; MOY=27 accepted 
4) 60 receive (0) a RREP MaxSQ=143, REC=13 ; MOY=35 accepted 
5) 60 receive (27) a RREP MaxSQ=170, REC=13 ; MOY=34 accepted 
16) 82 receive (0) a RREP MaxSQ=452, REC=13 ; MOY=28 accepted 
17) 82 receive (27) a RREP MaxSQ=479, REC=13 ; MOY=28 accepted 
18) 82 receive (0) a RREP MaxSQ=112481, REC=56001 ; MOY=6248 refused 
6) 108 receive (27) a RREP MaxSQ=87171, REC=13 ; MOY=14528 accepted 
4) 146 receive (29) a RREP MaxSQ=110, REC=13 ; MOY=27 accepted 
5) 146 receive (29) a RREP MaxSQ=137, REC=13 ; MOY=27 accepted 
3) 24 receive (0) a RREP MaxSQ=54, REC=11 ; MOY=18 accepted 
1) 76 receive (22) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
2) 76 receive (22) a RREP MaxSQ=44, REC=11 ; MOY=22 accepted 
2) 103 receive (106002) a RREP MaxSQ=219004, REC=56501 ; MOY=109502 accepted 
3) 76 receive (0) a RREP MaxSQ=113046, REC=56501 ; MOY=37682 refused 
1) 13 receive (42) a RREP MaxSQ=42, REC=21 ; MOY=42 accepted 
2) 13 receive (42) a RREP MaxSQ=84, REC=21 ; MOY=42 accepted 
3) 13 receive (42) a RREP MaxSQ=128, REC=22 ; MOY=42 accepted 
4) 2 receive (0) a RREP MaxSQ=211056, REC=57001 ; MOY=52764 refused 
4) 13 receive (44) a RREP MaxSQ=170, REC=21 ; MOY=42 accepted 
4) 42 receive (109002) a RREP MaxSQ=224129, REC=57501 ; MOY=56032 refused 
1) 66 receive (0) a RREP MaxSQ=116002, REC=58001 ; MOY=116002 accepted 
1) 76 receive (0) a RREP MaxSQ=116002, REC=58001 ; MOY=116002 accepted 
1) 120 receive (0) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
2) 77 receive (0) a RREP MaxSQ=86, REC=11 ; MOY=43 accepted 
3) 99 receive (0) a RREP MaxSQ=71, REC=11 ; MOY=23 accepted 
4) 99 receive (22) a RREP MaxSQ=93, REC=11 ; MOY=23 accepted 
2) 76 receive (22) a RREP MaxSQ=116024, REC=11 ; MOY=58012 accepted 
5) 99 receive (22) a RREP MaxSQ=115, REC=11 ; MOY=23 accepted 
1) 2 receive (97003) a RREP MaxSQ=117002, REC=58501 ; MOY=117002 accepted 
7) 35 receive (26) a RREP MaxSQ=122, REC=14 ; MOY=17 accepted 
7) 108 receive (27) a RREP MaxSQ=87200, REC=14 ; MOY=12457 accepted 
4) 81 receive (0) a RREP MaxSQ=105, REC=15 ; MOY=26 accepted 
8) 108 receive (29) a RREP MaxSQ=87230, REC=15 ; MOY=10903 accepted 
2) 66 receive (24) a RREP MaxSQ=116032, REC=15 ; MOY=58016 accepted 
17) 22 receive (0) a RREP MaxSQ=547302, REC=15 ; MOY=32194 accepted 
2) 2 receive (28) a RREP MaxSQ=117032, REC=15 ; MOY=58516 accepted 
6) 60 receive (0) a RREP MaxSQ=118172, REC=59001 ; MOY=19695 refused 
6) 146 receive (38) a RREP MaxSQ=204, REC=33 ; MOY=34 accepted 
2) 110 receive (0) a RREP MaxSQ=87, REC=33 ; MOY=43 accepted 
9) 108 receive (52) a RREP MaxSQ=87297, REC=33 ; MOY=9699 accepted 
7) 87 receive (50) a RREP MaxSQ=81258, REC=33 ; MOY=11608 accepted 
6) 70 receive (38) a RREP MaxSQ=172, REC=33 ; MOY=28 refused 
1) 2 receive (117002) a RREP MaxSQ=119002, REC=59501 ; MOY=119002 accepted 
5) 81 receive (30) a RREP MaxSQ=137, REC=16 ; MOY=27 accepted 
3) 103 receive (23) a RREP MaxSQ=219036, REC=16 ; MOY=73012 accepted 
1) 82 receive (27) a RREP MaxSQ=32, REC=16 ; MOY=32 accepted 
18) 22 receive (31) a RREP MaxSQ=547334, REC=16 ; MOY=30407 accepted 
2) 2 receive (31) a RREP MaxSQ=119034, REC=16 ; MOY=59517 accepted 
2) 120 receive (0) a RREP MaxSQ=90, REC=34 ; MOY=45 accepted 
3) 120 receive (68) a RREP MaxSQ=157, REC=33 ; MOY=52 accepted 
5) 135 receive (40) a RREP MaxSQ=192, REC=33 ; MOY=38 accepted 
2) 46 receive (17) a RREP MaxSQ=83, REC=33 ; MOY=41 accepted 
3) 46 receive (67) a RREP MaxSQ=120, REC=18 ; MOY=40 accepted 
3) 94 receive (0) a RREP MaxSQ=120094, REC=60001 ; MOY=40031 refused 
5) 95 receive (40) a RREP MaxSQ=166, REC=33 ; MOY=33 accepted 
11) 132 receive (38) a RREP MaxSQ=270, REC=33 ; MOY=24 refused 
5) 141 receive (17) a RREP MaxSQ=120, REC=33 ; MOY=24 refused 
3) 110 receive (0) a RREP MaxSQ=114, REC=13 ; MOY=38 accepted 
2) 83 receive (0) a RREP MaxSQ=80, REC=33 ; MOY=40 accepted 
1) 132 receive (38) a RREP MaxSQ=67, REC=33 ; MOY=67 accepted 
1) 15 receive (0) a RREP MaxSQ=67, REC=33 ; MOY=67 accepted 
1) 27 receive (0) a RREP MaxSQ=67, REC=33 ; MOY=67 accepted 
2) 134 receive (33) a RREP MaxSQ=99, REC=33 ; MOY=49 accepted 
5) 1 receive (28) a RREP MaxSQ=110148, REC=34 ; MOY=22029 accepted 
2) 15 receive (67) a RREP MaxSQ=135, REC=34 ; MOY=67 accepted 
2) 27 receive (67) a RREP MaxSQ=135, REC=34 ; MOY=67 accepted 
3) 134 receive (67) a RREP MaxSQ=167, REC=34 ; MOY=55 accepted 
9) 159 receive (33) a RREP MaxSQ=209, REC=34 ; MOY=23 refused 
19) 22 receive (0) a RREP MaxSQ=668336, REC=60501 ; MOY=35175 refused 
1) 80 receive (0) a RREP MaxSQ=34, REC=17 ; MOY=34 accepted 
6) 99 receive (26) a RREP MaxSQ=149, REC=17 ; MOY=24 accepted 
1) 29 receive (24) a RREP MaxSQ=34, REC=17 ; MOY=34 accepted 
1) 22 receive (33) a RREP MaxSQ=34, REC=17 ; MOY=34 accepted 
1) 2 receive (33) a RREP MaxSQ=34, REC=17 ; MOY=34 accepted 
1) 4 receive (65) a RREP MaxSQ=68, REC=34 ; MOY=68 accepted 
1) 141 receive (17) a RREP MaxSQ=67, REC=33 ; MOY=67 accepted 
2) 4 receive (68) a RREP MaxSQ=135, REC=33 ; MOY=67 accepted 
2) 82 receive (22003) a RREP MaxSQ=122034, REC=61001 ; MOY=61017 accepted 
2) 40 receive (5003) a RREP MaxSQ=122066, REC=61001 ; MOY=61033 accepted 
7) 122 receive (50) a RREP MaxSQ=246, REC=33 ; MOY=35 accepted 
1) 21 receive (0) a RREP MaxSQ=122002, REC=61001 ; MOY=122002 accepted 
3) 82 receive (38) a RREP MaxSQ=122101, REC=33 ; MOY=40700 accepted 
3) 154 receive (0) a RREP MaxSQ=89, REC=34 ; MOY=29 refused 
3) 40 receive (65) a RREP MaxSQ=122133, REC=33 ; MOY=40711 accepted 
2) 21 receive (0) a RREP MaxSQ=122069, REC=33 ; MOY=61034 accepted 
4) 103 receive (52) a RREP MaxSQ=219103, REC=33 ; MOY=54775 accepted 
8) 34 receive (0) a RREP MaxSQ=122317, REC=61001 ; MOY=15289 refused 
1) 34 receive (58) a RREP MaxSQ=67, REC=33 ; MOY=67 accepted 
4) 82 receive (67) a RREP MaxSQ=122168, REC=33 ; MOY=30542 accepted 
5) 103 receive (67) a RREP MaxSQ=219170, REC=33 ; MOY=43834 accepted 
11) 107 receive (64) a RREP MaxSQ=462, REC=33 ; MOY=42 accepted 
14) 84 receive (64) a RREP MaxSQ=525, REC=33 ; MOY=37 accepted 
1) 41 receive (0) a RREP MaxSQ=69, REC=34 ; MOY=69 accepted 
3) 138 receive (56) a RREP MaxSQ=141, REC=33 ; MOY=47 accepted 
3) 97 receive (38) a RREP MaxSQ=140, REC=34 ; MOY=46 accepted 
4) 40 receive (67) a RREP MaxSQ=122200, REC=33 ; MOY=30550 accepted 
12) 107 receive (67) a RREP MaxSQ=531, REC=34 ; MOY=44 accepted 
15) 84 receive (67) a RREP MaxSQ=594, REC=34 ; MOY=39 accepted 
4) 138 receive (67) a RREP MaxSQ=210, REC=34 ; MOY=52 accepted 
5) 40 receive (67) a RREP MaxSQ=122269, REC=34 ; MOY=24453 accepted 
3) 21 receive (67) a RREP MaxSQ=122138, REC=34 ; MOY=40712 accepted 
2) 34 receive (67) a RREP MaxSQ=136, REC=34 ; MOY=68 accepted 
6) 103 receive (67) a RREP MaxSQ=219237, REC=33 ; MOY=36539 accepted 
3) 4 receive (69) a RREP MaxSQ=202, REC=33 ; MOY=67 accepted 
4) 4 receive (69) a RREP MaxSQ=271, REC=34 ; MOY=67 accepted 
1) 76 receive (22) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
7) 103 receive (113002) a RREP MaxSQ=342239, REC=61501 ; MOY=48891 refused 
7) 121 receive (0) a RREP MaxSQ=271, REC=12 ; MOY=38 accepted 
6) 40 receive (0) a RREP MaxSQ=122294, REC=12 ; MOY=20382 accepted 
7) 146 receive (0) a RREP MaxSQ=226, REC=11 ; MOY=32 accepted 
13) 107 receive (0) a RREP MaxSQ=553, REC=11 ; MOY=42 accepted 
1) 103 receive (0) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
2) 76 receive (22) a RREP MaxSQ=44, REC=11 ; MOY=22 accepted 
8) 146 receive (23) a RREP MaxSQ=248, REC=11 ; MOY=31 accepted 
8) 121 receive (58) a RREP MaxSQ=308, REC=18 ; MOY=38 accepted 
3) 66 receive (116002) a RREP MaxSQ=240034, REC=62001 ; MOY=80011 accepted 
3) 76 receive (116002) a RREP MaxSQ=124046, REC=62001 ; MOY=41348 refused 
10) 108 receive (20) a RREP MaxSQ=87322, REC=12 ; MOY=8732 accepted 
2) 80 receive (0) a RREP MaxSQ=59, REC=12 ; MOY=29 accepted 
1) 1 receive (23) a RREP MaxSQ=25, REC=12 ; MOY=25 accepted 
11) 108 receive (25) a RREP MaxSQ=87347, REC=12 ; MOY=7940 accepted 
3) 80 receive (25) a RREP MaxSQ=84, REC=12 ; MOY=28 accepted 
2) 1 receive (25) a RREP MaxSQ=50, REC=12 ; MOY=25 accepted 
2) 23 receive (0) a RREP MaxSQ=126029, REC=63001 ; MOY=63014 accepted 
1) 2 receive (119002) a RREP MaxSQ=126002, REC=63001 ; MOY=126002 accepted 
3) 23 receive (126002) a RREP MaxSQ=253031, REC=63501 ; MOY=84343 accepted 
1) 2 receive (126002) a RREP MaxSQ=127002, REC=63501 ; MOY=127002 accepted 
7) 17 receive (0) a RREP MaxSQ=128245, REC=64001 ; MOY=18320 refused 
4) 24 receive (0) a RREP MaxSQ=92, REC=19 ; MOY=23 accepted 
4) 6 receive (28) a RREP MaxSQ=217069, REC=19 ; MOY=54267 accepted 
5) 6 receive (0) a RREP MaxSQ=217091, REC=11 ; MOY=43418 accepted 
2) 103 receive (22) a RREP MaxSQ=44, REC=11 ; MOY=22 accepted 
6) 6 receive (22) a RREP MaxSQ=217113, REC=11 ; MOY=36185 accepted 
3) 103 receive (22) a RREP MaxSQ=66, REC=11 ; MOY=22 accepted 
2) 29 receive (35) a RREP MaxSQ=72, REC=19 ; MOY=36 accepted 
1) 17 receive (0) a RREP MaxSQ=38, REC=19 ; MOY=38 accepted 
1) 2 receive (35) a RREP MaxSQ=38, REC=19 ; MOY=38 accepted 
7) 6 receive (0) a RREP MaxSQ=217150, REC=18 ; MOY=31021 accepted 
1) 6 receive (0) a RREP MaxSQ=129002, REC=64501 ; MOY=129002 accepted 
2) 6 receive (38) a RREP MaxSQ=129040, REC=19 ; MOY=64520 accepted 
7) 99 receive (34) a RREP MaxSQ=187, REC=19 ; MOY=26 accepted 
3) 1 receive (29) a RREP MaxSQ=89, REC=19 ; MOY=29 accepted 
4) 120 receive (0) a RREP MaxSQ=196, REC=19 ; MOY=49 accepted 
3) 6 receive (38) a RREP MaxSQ=129079, REC=19 ; MOY=43026 accepted 
4) 23 receive (28) a RREP MaxSQ=253069, REC=19 ; MOY=63267 accepted 
16) 84 receive (27) a RREP MaxSQ=632, REC=19 ; MOY=39 accepted 
1) 94 receive (0) a RREP MaxSQ=38, REC=19 ; MOY=38 accepted 
8) 99 receive (38) a RREP MaxSQ=225, REC=19 ; MOY=28 accepted 
4) 6 receive (39) a RREP MaxSQ=129117, REC=19 ; MOY=32279 accepted 
17) 84 receive (38) a RREP MaxSQ=670, REC=19 ; MOY=39 accepted 
5) 23 receive (127002) a RREP MaxSQ=383071, REC=65001 ; MOY=76614 accepted 
1) 2 receive (127002) a RREP MaxSQ=130002, REC=65001 ; MOY=130002 accepted 
2) 98 receive (0) a RREP MaxSQ=76, REC=19 ; MOY=38 accepted 
6) 23 receive (38) a RREP MaxSQ=383110, REC=19 ; MOY=63851 accepted 
7) 23 receive (39) a RREP MaxSQ=383149, REC=19 ; MOY=54735 accepted 
2) 2 receive (39) a RREP MaxSQ=130041, REC=19 ; MOY=65020 accepted 
9) 146 receive (29) a RREP MaxSQ=287, REC=19 ; MOY=31 accepted 
5) 148 receive (27) a RREP MaxSQ=160, REC=19 ; MOY=32 accepted 
6) 148 receive (39) a RREP MaxSQ=185, REC=12 ; MOY=30 accepted 
8) 23 receive (39) a RREP MaxSQ=383188, REC=19 ; MOY=47898 accepted 
10) 146 receive (39) a RREP MaxSQ=327, REC=20 ; MOY=32 accepted 
7) 148 receive (39) a RREP MaxSQ=225, REC=20 ; MOY=32 accepted 
9) 23 receive (39) a RREP MaxSQ=383228, REC=20 ; MOY=42580 accepted 
3) 2 receive (39) a RREP MaxSQ=130081, REC=20 ; MOY=43360 accepted 
9) 121 receive (25) a RREP MaxSQ=336, REC=14 ; MOY=37 accepted 
7) 40 receive (25) a RREP MaxSQ=122322, REC=14 ; MOY=17474 accepted 
1) 136 receive (0) a RREP MaxSQ=71, REC=35 ; MOY=71 accepted 
5) 6 receive (0) a RREP MaxSQ=261119, REC=66001 ; MOY=52223 refused 
1) 154 receive (0) a RREP MaxSQ=71, REC=35 ; MOY=71 accepted 
2) 54 receive (0) a RREP MaxSQ=91, REC=35 ; MOY=45 accepted 
1) 4 receive (70) a RREP MaxSQ=71, REC=35 ; MOY=71 accepted 
2) 94 receive (0) a RREP MaxSQ=133040, REC=66501 ; MOY=66520 accepted 
5) 120 receive (0) a RREP MaxSQ=133198, REC=66501 ; MOY=26639 refused 
4) 66 receive (0) a RREP MaxSQ=240062, REC=14 ; MOY=60015 accepted 
8) 87 receive (0) a RREP MaxSQ=81287, REC=14 ; MOY=10160 accepted 
20) 39 receive (0) a RREP MaxSQ=580, REC=14 ; MOY=29 accepted 
5) 66 receive (28) a RREP MaxSQ=240091, REC=14 ; MOY=48018 accepted 
21) 39 receive (56) a RREP MaxSQ=629, REC=24 ; MOY=29 accepted 
1) 6 receive (22) a RREP MaxSQ=28, REC=14 ; MOY=28 accepted 
2) 6 receive (28) a RREP MaxSQ=57, REC=14 ; MOY=28 accepted 
1) 120 receive (22) a RREP MaxSQ=28, REC=14 ; MOY=28 accepted 
1) 1 receive (26) a RREP MaxSQ=28, REC=14 ; MOY=28 accepted 
